feed,title,long_url,short_url
gNews,Explainable AI Isn't Enough; We Need Understandable AI - Techopedia,https://www.techopedia.com/explainable-ai-isnt-enough-we-need-understandable-ai/2/34671,https://bit.ly/3Jvy4OJ
