feed,title,long_url,short_url
gNews,"AI in Cybersecurity Market – Major Technology Giants in Buzz Again | Cisco, BAE Systems, Fortinet, FireEye, Check Point – KSU | The Sentinel Newspaper - KSU | The Sentinel Newspaper",https://ksusentinel.com/2021/06/09/ai-in-cybersecurity-market-major-technology-giants-in-buzz-again-cisco-bae-systems-fortinet-fireeye-check-point/,https://j.mp/3pEKLxR
