feed,title,long_url,short_url
irc-rss-feed-bot,0.11.7,https://github.com/impredicative/irc-rss-feed-bot/releases/tag/0.11.7,
irc-rss-feed-bot,0.11.6,https://github.com/impredicative/irc-rss-feed-bot/releases/tag/0.11.6,
