feed,title,long_url,short_url
gNews,AI-Native SOC Summit: The Next Generation of SIEM | CrowdCast Series - CrowdStrike,https://news.google.com/rss/articles/CBMiVGh0dHBzOi8vd3d3LmNyb3dkc3RyaWtlLmNvbS9yZXNvdXJjZXMvY3Jvd2RjYXN0cy9haS1uYXRpdmUtc29jLXN1bW1pdC1uZXh0LWdlbi1zaWVtL9IBAA?oc=5,https://da.gd/touHqX
