feed,title,long_url,short_url
HexDSL-Blog,Dandelion-Utilitarian has a NET & a COM,https://dandelion-utilitarian.com/archives/1352,https://da.gd/mXUf
HexDSL-Blog,The Hex has been lifted,https://dandelion-utilitarian.com/archives/1341,https://da.gd/Zr94sS
HexDSL-Blog,"Static, in motion – The formation of a man with terrible taste",https://dandelion-utilitarian.com/archives/1327,https://da.gd/7uJHD
HexDSL-Blog,"Kindling, Copyright, Catastrophe",https://dandelion-utilitarian.com/archives/1310,https://da.gd/UJOX
HexDSL-Blog,A desk. Sans Monitor,https://dandelion-utilitarian.com/archives/347,https://da.gd/cMBAw
HexDSL-Blog,The micro mirror miracle. (Micro.hexdsl.com),https://dandelion-utilitarian.com/archives/337,https://da.gd/PG2Rb
HexDSL-Blog,Time can’t split. Projects eat time.,https://dandelion-utilitarian.com/archives/332,https://da.gd/dhEvJ
HexDSL-Blog,"Time, the secret eBay offset",https://dandelion-utilitarian.com/archives/327,https://da.gd/u69W
HexDSL-Blog,Download: Tales of the Denoumeverse – Week (A book I wrote),https://dandelion-utilitarian.com/archives/312,https://da.gd/NUm74A
HexDSL-Blog,Ejecting things,https://dandelion-utilitarian.com/archives/319,https://da.gd/932Bhu
