feed,title,long_url,short_url
gNews,AI Index: Dell Drives Generative AI; Thomson Reuters Acquires Casetext; Lookout's Cybersecurity Assistant - Acceleration Economy,https://news.google.com/rss/articles/CBMiowFodHRwczovL2FjY2VsZXJhdGlvbmVjb25vbXkuY29tL2FpL2FpLWFpLWluZGV4LXdlZWtseS1yZXBvcnQvYWktaW5kZXgtZGVsbC1kcml2ZXMtZ2VuZXJhdGl2ZS1haS10aG9tc29uLXJldXRlcnMtYWNxdWlyZXMtY2FzZXRleHQtbG9va291dHMtY3liZXJzZWN1cml0eS1hc3Npc3RhbnQv0gEA?oc=5,https://da.gd/9744
