feed,title,long_url,short_url
gNews,View | The seven top technology trends to watch out for in 2022 - CNBCTV18,https://www.cnbctv18.com/technology/view-the-seven-top-technology-trends-to-watch-out-for-in-2022-12598772.htm,https://bit.ly/3uyCfDJ
