feed,title,long_url,short_url
gNews,Will Artificial Intelligence Steal My Job? | On Careers | U.S. News - U,https://news.google.com/rss/articles/CBMibmh0dHBzOi8vbW9uZXkudXNuZXdzLmNvbS9tb25leS9ibG9ncy9vdXRzaWRlLXZvaWNlcy1jYXJlZXJzL2FydGljbGVzL3dpbGwtYXJ0aWZpY2lhbC1pbnRlbGxpZ2VuY2Utc3RlYWwtbXktam9i0gEA?oc=5,https://da.gd/3tL4e
