feed,title,long_url,short_url
gNews,"The Corix Partners Friday Reading List — January 5, 2024 | by JC Gaillard | The Corix Partners Friday Reading List | Jan, 2024 - Medium",https://news.google.com/rss/articles/CBMifGh0dHBzOi8vbWVkaXVtLmNvbS90aGUtY29yaXgtcGFydG5lcnMtZnJpZGF5LXJlYWRpbmctbGlzdC90aGUtY29yaXgtcGFydG5lcnMtZnJpZGF5LXJlYWRpbmctbGlzdC1qYW51YXJ5LTUtMjAyNC1mN2IzMTNkYmU2OWHSAQA?oc=5,https://da.gd/KCf6X
