feed,title,long_url,short_url
gNews,BlackBerry unveils new cybersecurity assistant | 2024-04-30 | Investing News - Stockhouse Publishing,https://news.google.com/rss/articles/CBMibGh0dHBzOi8vc3RvY2tob3VzZS5jb20vbmV3cy90aGUtbWFya2V0LW9ubGluZS1uZXdzLzIwMjQvMDQvMzAvYmxhY2tiZXJyeS11bnZlaWxzLW5ldy1jeWJlcnNlY3VyaXR5LWFzc2lzdGFudNIBAA?oc=5,https://da.gd/E9T4eC
