feed,title,long_url,short_url
GithubRelease,🦾6️⃣4️⃣ 🐄 Janmooary 2024 Update | The Multiarch (x86 + ARM64) & Performance Update,https://github.com/mailcow/mailcow-dockerized/releases/tag/2024-01,https://da.gd/DLhX
