feed,title,long_url,short_url
GithubCommit,[Postfix] Finally here: MX based transport map routing; Sorry it took…,https://github.com/mailcow/mailcow-dockerized/commit/8a8358780059abfb2c8ffe395392b220c3f39fdb,https://j.mp/3oY9cWF
