feed,title,long_url,short_url
gNews,India top choice for digital pursuit; cos to boost AI investments: Report - Business Standard,https://news.google.com/rss/articles/CBMiiAFodHRwczovL3d3dy5idXNpbmVzcy1zdGFuZGFyZC5jb20vd29ybGQtbmV3cy9pbmRpYS10b3AtY2hvaWNlLWZvci1kaWdpdGFsLXB1cnN1aXQtY29zLXRvLWJvb3N0LWFpLWludmVzdG1lbnRzLXJlcG9ydC0xMjQwNDE1MDA2MDlfMS5odG1s0gGMAWh0dHBzOi8vd3d3LmJ1c2luZXNzLXN0YW5kYXJkLmNvbS9hbXAvd29ybGQtbmV3cy9pbmRpYS10b3AtY2hvaWNlLWZvci1kaWdpdGFsLXB1cnN1aXQtY29zLXRvLWJvb3N0LWFpLWludmVzdG1lbnRzLXJlcG9ydC0xMjQwNDE1MDA2MDlfMS5odG1s?oc=5,https://da.gd/GImM9
