feed,title,long_url,short_url
TheHackerNews,LockBit Ransomware Operation Shut Down; Criminals Arrested; Decryption Keys Released,https://thehackernews.com/2024/02/lockbit-ransomware-operation-shut-down.html,https://da.gd/vtX41n
