feed,title,long_url,short_url
GithubAdvisories,[GHSA-7vw9-cfwx-9gx9] Microsoft Security Advisory CVE-2024-38229 | .NET Remote Code Execution Vulnerability,https://github.com/advisories/GHSA-7vw9-cfwx-9gx9,https://da.gd/rBQE
