feed,title,long_url,short_url
gNews,"Africa's Cybersecurity Divide: East Leads in AI, South Trains More, But Only 1 in 10 Leaders Trust Staff to Report Threats - Tech | Business | Economy - Techeconomy",https://news.google.com/rss/articles/CBMifkFVX3lxTE9tNktLRXYzOVl1emRqMjVFS1VjY2c5NmswSktnRTY2WGpkZEY4ZFQxQjJNMC1OM1pqbWwwUUV4MVBMaldWRXlEUFpXeEhOeTFxV29ZZUt1bVZOakFZUjFCUTZsbWo4aWlaN0Utb3FVcXBYVjVoWDMtZGh2c3pTQQ?oc=5,https://da.gd/mqdsxb
