feed,title,long_url,short_url
ArXiv:cs.CR,MaskForge: Structure-Aware Adaptive Attacks for Jailbreaking Diffusion Large Language Models,https://arxiv.org/abs/2606.04027,
ArXiv:cs.CR,Need to Know: Contextual-Integrity-Grounded Query Rewriting for Privacy-Conscious LLM Delegation,https://arxiv.org/abs/2606.04067,
ArXiv:cs.CR,Bayesian Membership Privacy for Graph Neural Networks,https://arxiv.org/abs/2606.04069,
ArXiv:cs.CR,Covert Influence Between Language Models,https://arxiv.org/abs/2606.04071,
ArXiv:cs.CR,Caught in the Act(ivation): Toward Pre-Output and Multi-Turn Detection of Credential Exfiltration by LLM Agents,https://arxiv.org/abs/2606.04141,
ArXiv:cs.CR,MimeLens: Position-Agnostic Content-Type Detection for Binary Fragments,https://arxiv.org/abs/2606.04171,
ArXiv:cs.CR,Notarized Agents: Receiver-Attested Confidential Receipts for AI Agent Actions,https://arxiv.org/abs/2606.04193,
ArXiv:cs.CR,Long-Term and Short-Term Transistor Aging in Deep Neural Networks: Impact and Mitigation,https://arxiv.org/abs/2606.04266,
ArXiv:cs.CR,Formal verification of the S-two AIR,https://arxiv.org/abs/2606.04311,
ArXiv:cs.CR,"Toward a Generalized Defense Across Sparse, Continuous, and Structured Parameter Attacks",https://arxiv.org/abs/2606.04317,
ArXiv:cs.CR,From Untrusted Input to Trusted Memory: A Systematic Study of Memory Poisoning Attacks in LLM Agents,https://arxiv.org/abs/2606.04329,
ArXiv:cs.CR,TITAN-FedAnil+: Trust-Based Adaptive Blockchain Federated Learning for Resource-Constrained Intelligent Enterprises,https://arxiv.org/abs/2606.04388,
ArXiv:cs.CR,Pepper: High-bandwidth and Scalable Anonymous Broadcast with Cryptographic Privacy,https://arxiv.org/abs/2606.04411,
ArXiv:cs.CR,What If Prompt Injection Never Left? Exploring Cross-Session Stored Prompt Injection in Agentic Systems,https://arxiv.org/abs/2606.04425,
ArXiv:cs.CR,What Can Verifiable Decapsulation Tests Certify? Pass Bounds and Fault-Recognition Limits for FO-Based KEMs,https://arxiv.org/abs/2606.04443,
ArXiv:cs.CR,Token Rankings are Unforgeable Language Model Signatures,https://arxiv.org/abs/2606.04459,
ArXiv:cs.CR,CyberGym-E2E: Scalable Real-World Benchmark for AI Agents' End-to-End Cybersecurity Capabilities,https://arxiv.org/abs/2606.04460,
ArXiv:cs.CR,Global Sketch-Based Watermarking for Diffusion Language Models,https://arxiv.org/abs/2606.04486,
ArXiv:cs.CR,PS-UIE: Privilege-Separated Integrity Enforcement for User-Space Executable Objects in Confidential VMs,https://arxiv.org/abs/2606.04549,
ArXiv:cs.CR,TIBlender: Early-Warning Threat Intelligence from Cross-Platform Social Media Evidence,https://arxiv.org/abs/2606.04580,
ArXiv:cs.CR,TeleHunt: A Framework and Tool for Efficient Cybercriminal Community Discovery on Telegram,https://arxiv.org/abs/2606.04657,
ArXiv:cs.CR,SoK: Post-Quantum Cryptography (PQC) Implementation in Software Systems,https://arxiv.org/abs/2606.04669,
ArXiv:cs.CR,Selection-Aware Diagnostics for Chain-of-Thought Answer Hijacking,https://arxiv.org/abs/2606.04717,
ArXiv:cs.CR,"Description-Code Inconsistency in Real-world MCP Servers: Measurement, Detection, and Security Implications",https://arxiv.org/abs/2606.04769,
ArXiv:cs.CR,The Usefulness Gap in Proof-of-Useful-Work: An Empirical Study of Pearl's cuPOW Protocol,https://arxiv.org/abs/2606.04819,
ArXiv:cs.CR,ODYSSEY: Reestablishing Confidentiality in Confidential Blockchain via Delegated Execution,https://arxiv.org/abs/2606.04892,
ArXiv:cs.CR,DIST-FL: Enhancing Security for TEE-based Aggregation in Federated Learning,https://arxiv.org/abs/2606.04899,
ArXiv:cs.CR,CLIF: Cross-layer LEO-ISL Fingerprinting for Physical and Network Attack Detection in Dense LEO Constellations,https://arxiv.org/abs/2606.04901,
ArXiv:cs.CR,TeeDAO: A Decentralized Autonomous Organization for Heterogeneous TEEs,https://arxiv.org/abs/2606.04912,
ArXiv:cs.CR,"NLLog: Lightweight, Explainable SOC Anomaly Detection via Log-to-Language Rewriting",https://arxiv.org/abs/2606.04957,
ArXiv:cs.CR,From Agent Traces to Trust: Evidence Tracing and Execution Provenance in LLM Agents,https://arxiv.org/abs/2606.04990,
ArXiv:cs.CR,SharedRequest: Privacy-Preserving Model-Agnostic Inference for Large Language Models,https://arxiv.org/abs/2606.05004,
ArXiv:cs.CR,Attention-Augmented LSTMs for Automatic Homophonic Ciphertext Decipherment,https://arxiv.org/abs/2606.05078,
ArXiv:cs.CR,Bernoulli CUSUM and Bayes-Optimal Detection Ceilings for Trust Fraud in Sparse Rating Networks,https://arxiv.org/abs/2606.05090,
ArXiv:cs.CR,A-Live: Passive Liveness Detection via Neuromuscular Micro-Motion Signatures on Commodity Sensors,https://arxiv.org/abs/2606.05126,
ArXiv:cs.CR,Preserving Data Privacy in Learning Causal Structure with Fully Homomorphic Encryption,https://arxiv.org/abs/2606.05129,
ArXiv:cs.CR,RUBAS: Rubric-Based Reinforcement Learning for Agent Safety,https://arxiv.org/abs/2606.04051,
ArXiv:cs.CR,"Large Language Models Hack Rewards, and Society",https://arxiv.org/abs/2606.04075,
ArXiv:cs.CR,Proof-Carrying Agent Actions: Model-Agnostic Runtime Governance for Heterogeneous Agent Systems,https://arxiv.org/abs/2606.04104,
ArXiv:cs.CR,When Autoregressive Consistency Hurts Safety Alignment,https://arxiv.org/abs/2606.04168,
ArXiv:cs.CR,Federated Learning for Multi-Center Sepsis Early Prediction with Privacy-Preserving,https://arxiv.org/abs/2606.04338,
ArXiv:cs.CR,Revisiting Privacy Amplification by Subsampling in Selective Release DPSGD,https://arxiv.org/abs/2606.04384,
ArXiv:cs.CR,DPDL: Towards Differential Privacy Preservation in Decentralized Stochastic Learning on Non-IID Data,https://arxiv.org/abs/2606.04399,
ArXiv:cs.CR,Cascading Hallucination in Agentic RAG: The CHARM Framework for Detection and Mitigation,https://arxiv.org/abs/2606.04435,
ArXiv:cs.CR,Sequential Data Poisoning in LLM Post-Training,https://arxiv.org/abs/2606.04929,
