feed,title,long_url,short_url
GithubAdvisories,[GHSA-3f87-56c4-g2qh] Malware in fccui,https://github.com/advisories/GHSA-3f87-56c4-g2qh,https://da.gd/69fW
GithubAdvisories,[GHSA-gcc8-qwqq-79gh] Malware in o-typescript,https://github.com/advisories/GHSA-gcc8-qwqq-79gh,https://da.gd/NQ5n
GithubAdvisories,[GHSA-7m9g-jmw5-6j7w] Malware in no-typescript,https://github.com/advisories/GHSA-7m9g-jmw5-6j7w,https://da.gd/LgECO0
GithubAdvisories,[GHSA-f5xv-7pg5-584g] Malware in m-typescript,https://github.com/advisories/GHSA-f5xv-7pg5-584g,https://da.gd/I2CWf2
GithubAdvisories,[GHSA-8hpf-fh6m-w58w] Malware in deferred-initialization,https://github.com/advisories/GHSA-8hpf-fh6m-w58w,https://da.gd/Hari
GithubAdvisories,[GHSA-3mf8-fr4x-6vhp] Malware in app-monorepo,https://github.com/advisories/GHSA-3mf8-fr4x-6vhp,https://da.gd/bu323
GithubAdvisories,[GHSA-r8m6-jwq4-ppvj] Malware in reference-implementation,https://github.com/advisories/GHSA-r8m6-jwq4-ppvj,https://da.gd/dVPcB0
GithubAdvisories,[GHSA-xvv2-hxxf-4phq] Malware in blockscan-api,https://github.com/advisories/GHSA-xvv2-hxxf-4phq,https://da.gd/Us4GQk
GithubAdvisories,[GHSA-ffgq-4jcr-4r8r] Malware in jzcgnt,https://github.com/advisories/GHSA-ffgq-4jcr-4r8r,https://da.gd/K92f
GithubAdvisories,[GHSA-fc62-rwm9-5qqv] Malware in y4wcqg,https://github.com/advisories/GHSA-fc62-rwm9-5qqv,https://da.gd/zCi3Jd
GithubAdvisories,[GHSA-gj7g-6447-545q] Malware in get-new-script-rainbow-six-unlock-all-skins-elite-and-various-other-updated-2023-q6uukf,https://github.com/advisories/GHSA-gj7g-6447-545q,https://da.gd/o8Nw
GithubAdvisories,[GHSA-5p4q-j56h-pwjw] Malware in 04axvm,https://github.com/advisories/GHSA-5p4q-j56h-pwjw,https://da.gd/Ye2FX0
GithubAdvisories,[GHSA-8g48-6wjj-rxr8] Malware in 29ge1l,https://github.com/advisories/GHSA-8g48-6wjj-rxr8,https://da.gd/B4thUu
GithubAdvisories,[GHSA-675r-6982-q246] Malware in bcsgb0,https://github.com/advisories/GHSA-675r-6982-q246,https://da.gd/YdaW
GithubAdvisories,[GHSA-39p2-hmj4-hq7f] Malware in updated-script-restaurant-tycoon-2-script-instant-cook-4dz6cj,https://github.com/advisories/GHSA-39p2-hmj4-hq7f,https://da.gd/v1UhKf
GithubAdvisories,[GHSA-x4gp-xq26-w222] Malware in 8r8x1v,https://github.com/advisories/GHSA-x4gp-xq26-w222,https://da.gd/ErfqXD
GithubAdvisories,[GHSA-g6mc-ggcp-jwjf] Malware in v81arj,https://github.com/advisories/GHSA-g6mc-ggcp-jwjf,https://da.gd/lW1Nz
GithubAdvisories,[GHSA-r66g-pwmh-h577] Malware in 9sx4qq,https://github.com/advisories/GHSA-r66g-pwmh-h577,https://da.gd/mlQF2
GithubAdvisories,[GHSA-f772-whmj-rvj7] Malware in get-new-script-viking-simulator-script-apo06a,https://github.com/advisories/GHSA-f772-whmj-rvj7,https://da.gd/oVBfyz
GithubAdvisories,[GHSA-w8j4-w9q6-qrr8] Malware in working-today--find-the-simpsons-171-script-roblox-4zlhl1,https://github.com/advisories/GHSA-w8j4-w9q6-qrr8,https://da.gd/4SdM1I
GithubAdvisories,[GHSA-fphv-v3vh-4456] Malware in updated-today-gen-apex-legends-h-a-c-ks-f-r-e-e-glow-and-aimb-ot-safe-to-use-2023-ms0sfd,https://github.com/advisories/GHSA-fphv-v3vh-4456,https://da.gd/MDnjT5
GithubAdvisories,[GHSA-55f9-8jm6-8cwr] Malware in updated-today-gen-muck-c-h-e-a-t-injector-f-r-e-e-god-m-ode-speed-h-a-c-k-2023-undetected-oi37fp,https://github.com/advisories/GHSA-55f9-8jm6-8cwr,https://da.gd/IFyAa
GithubAdvisories,[GHSA-q2vp-h9cr-qmwx] Malware in get-new-script-king-of-fighters-xv-h-a-c-k-trainer-c-h-e-a-t-anqens,https://github.com/advisories/GHSA-q2vp-h9cr-qmwx,https://da.gd/OWAKW
GithubAdvisories,[GHSA-j7vf-pq2m-p9gx] Malware in latest-update-rules-of-survival-h-a-c-k-esp-antenna-wallh-a-c-k-undetected-4c599m,https://github.com/advisories/GHSA-j7vf-pq2m-p9gx,https://da.gd/RxD9a
GithubAdvisories,[GHSA-2gc8-p776-r27q] Malware in code-script-new-roblox-muscle-legends-script-tr9plv,https://github.com/advisories/GHSA-2gc8-p776-r27q,https://da.gd/jwUPK
GithubAdvisories,[GHSA-x84j-m9j3-72hx] Malware in updated-script-retail-tycoon-2-script-h-a-c-k-9u9pw3,https://github.com/advisories/GHSA-x84j-m9j3-72hx,https://da.gd/ubDlGB
GithubAdvisories,[GHSA-xr34-r83m-4pjr] Malware in updated-script-50-50-pick-a-door-script-rooms-check-vr6en2,https://github.com/advisories/GHSA-xr34-r83m-4pjr,https://da.gd/Fd3xyE
GithubAdvisories,[GHSA-qvjm-365m-9vch] Malware in oipmbq,https://github.com/advisories/GHSA-qvjm-365m-9vch,https://da.gd/hVj9A3
GithubAdvisories,[GHSA-xm57-wf2c-wm4r] Malware in b3rnt7,https://github.com/advisories/GHSA-xm57-wf2c-wm4r,https://da.gd/LWVYW
GithubAdvisories,[GHSA-gcq2-mgj4-gh63] Malware in lbic2r,https://github.com/advisories/GHSA-gcq2-mgj4-gh63,https://da.gd/atUFXx
GithubAdvisories,[GHSA-grjh-jhmc-26q4] Malware in 0sxokg,https://github.com/advisories/GHSA-grjh-jhmc-26q4,https://da.gd/jOW8n
GithubAdvisories,[GHSA-jx4j-pw7x-9594] Malware in new-script-clipox-gt-a-v-h-a-c-k-mon-ey-tp-guns-esp-vehicles-more-1-52-undetected-2023-6yc1p7,https://github.com/advisories/GHSA-jx4j-pw7x-9594,https://da.gd/qksMY
GithubAdvisories,[GHSA-4j23-vr96-v7gp] Malware in 1nzcej,https://github.com/advisories/GHSA-4j23-vr96-v7gp,https://da.gd/z83Ljj
GithubAdvisories,[GHSA-q8g7-m8wq-8p2m] Malware in yayt09,https://github.com/advisories/GHSA-q8g7-m8wq-8p2m,https://da.gd/YfhR
GithubAdvisories,[GHSA-hvq3-pc8g-g49w] Malware in 4388es,https://github.com/advisories/GHSA-hvq3-pc8g-g49w,https://da.gd/OgTdQ
GithubAdvisories,[GHSA-28w7-hgpr-r8wg] Malware in xkpnm0,https://github.com/advisories/GHSA-28w7-hgpr-r8wg,https://da.gd/7k1it
GithubAdvisories,[GHSA-4m9v-gfr9-f8vc] Malware in ktmf0m,https://github.com/advisories/GHSA-4m9v-gfr9-f8vc,https://da.gd/PL60G
GithubAdvisories,[GHSA-6979-3w92-prwv] Malware in hhdoa7,https://github.com/advisories/GHSA-6979-3w92-prwv,https://da.gd/uWTkzJ
GithubAdvisories,[GHSA-gp9w-359w-6qvm] Malware in get-new-script-elden-ring-trainer-c-h-e-a-ts-h-a-c-ks-k1ciug,https://github.com/advisories/GHSA-gp9w-359w-6qvm,https://da.gd/QuV4M
GithubAdvisories,[GHSA-gxm7-qhvf-mp6h] Malware in updated-script-rainbow-six-siege-renown-method-unlimited-undetected-updated-2023-aaseax,https://github.com/advisories/GHSA-gxm7-qhvf-mp6h,https://da.gd/pmZg
GithubAdvisories,[GHSA-fhwp-q3hq-c4qm] Malware in code-script-new-viking-simulator-script-hm9gi2,https://github.com/advisories/GHSA-fhwp-q3hq-c4qm,https://da.gd/6sdf
GithubAdvisories,[GHSA-c8gh-3v5j-h3r9] Malware in updated-script-poop-with-friends-script-0rxgqp,https://github.com/advisories/GHSA-c8gh-3v5j-h3r9,https://da.gd/9tgY1j
GithubAdvisories,[GHSA-6556-c662-6jrg] Malware in get-new-script-roblox-fishing-simulator-script-x5c6h7,https://github.com/advisories/GHSA-6556-c662-6jrg,https://da.gd/avyT11
GithubAdvisories,[GHSA-22m9-3wwq-q8qh] Malware in script-updated-gta-5-ragemp-spoofer-hwid-unban-zcnl0m,https://github.com/advisories/GHSA-22m9-3wwq-q8qh,https://da.gd/QXf9i
GithubAdvisories,[GHSA-pm27-x34g-7mg3] Malware in get-new-script-roblox-murder-mystery-2-h-a-c-k-script-87l2lf,https://github.com/advisories/GHSA-pm27-x34g-7mg3,https://da.gd/gLrny
GithubAdvisories,[GHSA-4xmr-3566-w45g] Malware in agquu6,https://github.com/advisories/GHSA-4xmr-3566-w45g,https://da.gd/eELmJ
GithubAdvisories,[GHSA-qv2q-9463-2c8r] Malware in tmjadd,https://github.com/advisories/GHSA-qv2q-9463-2c8r,https://da.gd/vMr7N
GithubAdvisories,[GHSA-7r4h-6xpf-xc4h] Malware in d40tmf,https://github.com/advisories/GHSA-7r4h-6xpf-xc4h,https://da.gd/45EqEH
GithubAdvisories,[GHSA-467m-jjwh-cpj6] Malware in svuv9u,https://github.com/advisories/GHSA-467m-jjwh-cpj6,https://da.gd/lL2pm
GithubAdvisories,[GHSA-gm46-v8p8-2g75] Malware in owqhxw,https://github.com/advisories/GHSA-gm46-v8p8-2g75,https://da.gd/RIDw
GithubAdvisories,[GHSA-wrfv-gx6r-2xw4] Malware in dhojpo,https://github.com/advisories/GHSA-wrfv-gx6r-2xw4,https://da.gd/VsHn
GithubAdvisories,[GHSA-h6xf-7w22-r3xh] Malware in knu2bb,https://github.com/advisories/GHSA-h6xf-7w22-r3xh,https://da.gd/rYkLS
GithubAdvisories,[GHSA-h2x8-r2fq-m4qj] Malware in em5tbe,https://github.com/advisories/GHSA-h2x8-r2fq-m4qj,https://da.gd/0Kptf
GithubAdvisories,[GHSA-7g3q-6fv3-rxr8] Malware in latest-update-natural-disaster-survival-script-h-a-c-k-8ovbsd,https://github.com/advisories/GHSA-7g3q-6fv3-rxr8,https://da.gd/nnXvA
GithubAdvisories,[GHSA-p8f7-x5hw-3qjq] Malware in new-code-script-down-lo-ad-jjsploit-roblox-executor-fi7j8p,https://github.com/advisories/GHSA-p8f7-x5hw-3qjq,https://da.gd/sHwSq
GithubAdvisories,[GHSA-68vj-v44r-7hww] Malware in script-updated-roblox-redwood-prison-reworked-script-c5bqbv,https://github.com/advisories/GHSA-68vj-v44r-7hww,https://da.gd/ESUfDj
GithubAdvisories,[GHSA-g3r7-xfq6-9pvv] Malware in fanq3f,https://github.com/advisories/GHSA-g3r7-xfq6-9pvv,https://da.gd/TsENRt
GithubAdvisories,[GHSA-hqrw-3mc3-5j29] Malware in a0npiv,https://github.com/advisories/GHSA-hqrw-3mc3-5j29,https://da.gd/ygqvZ
GithubAdvisories,[GHSA-45c3-rgfg-3v5m] Malware in tyussc,https://github.com/advisories/GHSA-45c3-rgfg-3v5m,https://da.gd/zESEN
GithubAdvisories,[GHSA-2h75-qcfh-85rc] Malware in new-script-tabg-c-h-e-a-t-f-r-e-e-h-a-c-k-iqaij3,https://github.com/advisories/GHSA-2h75-qcfh-85rc,https://da.gd/rJNK2D
GithubAdvisories,[GHSA-4gjf-7h6m-v32h] Malware in bax09p,https://github.com/advisories/GHSA-4gjf-7h6m-v32h,https://da.gd/rShZ8
GithubAdvisories,[GHSA-wcfw-pw83-wjrr] Malware in 24hipp,https://github.com/advisories/GHSA-wcfw-pw83-wjrr,https://da.gd/qn7tDw
