feed,title,long_url,short_url
gNews,"Layoffs at Cisco, Reshamandi, and others; Indian PC market grows; Zomato shuts down Legends; and other to - The Times of India",https://news.google.com/rss/articles/CBMirwJBVV95cUxNYkhreFFOcGN3NWpTSTZFX3ltcFo0NXJYRkwxRFhPQUI5NTJaOE45VEVadmt6SGNRTmtETEhPM1ktaGxISjdHNkR5T2ZTTGtib1YxaVU0NEI5THltUnhFQUtsdjhxWW5QX0h1QmRkcEJ1R3BHR2R5dl9KVDRXbjV4UzJ3V25RSVlONEQtb1ViRTF0WUdSSFZ2X0FJTU52R005Y1FublpxenVlbUV5aGpSV25iUTZCUEVaOUVEb0RlcE5TaWZXalJVVDhkU0FoQ21nWGJ2NjB6Q2djTEVDRzc0RzBaQzVEVm84TGNyWTg0OENSS25qUTBJSWZZUElGMC1uWnlBWmwtckhLRTUxd3RucmNqZmh2OWRTZF9pc0FDakpvRzdaNnc3OGxjVnRzX2PSAbQCQVVfeXFMTkFSVzcyVXlmMVVjYUxmWG93NVBCN3JDMXNkR1hLeTZhM0sxNTA2YnhjVEtNLVZuTlRIRDV4eXBNamxYdjVta21XOG1UTXMzVkpuTlVpRkFHOFRXaWlEX1VPeGVmTldUOXFRMlJreV9qMDFDUWRldjV1NElIUG5hX1BVZVduc1JobTB6UWRQRm5JSi1fTWxLbWNuY0JDeV9qQzViRUdKMXlvYmhyd0hZeEZCX0p2UWRNaEFSdkRCTjBRTENPYkl2T2pQTy1WSmpXWEVhRGRJMWdWTVNYdE9OMU93c3JEaVBaYVBZbkNnUFhrRWRaVFl2RktPbFhJakJqSUVKdXhnWGpKQUJfNmFfWS0wekVXODN5VDNCWEJ0RUV2Q1B6QkctU2FucDczM1UtUnJnOFo?oc=5,https://da.gd/LyK8
