feed,title,long_url,short_url
gNews,Executive Order 14028 | Improving the Nation's Cybersecurity Depends on Data | All Data is Security Data - MeriTalk,https://news.google.com/rss/articles/CBMieWh0dHBzOi8vbWVyaXRhbGsuY29tL2V4ZWN1dGl2ZS1vcmRlci0xNDAyOC1pbXByb3ZpbmctdGhlLW5hdGlvbnMtY3liZXJzZWN1cml0eS1kZXBlbmRzLW9uLWRhdGEtYWxsLWRhdGEtaXMtc2VjdXJpdHktZGF0YS_SAQA?oc=5,https://da.gd/mqWgf
