feed,title,long_url,short_url
GithubRelease,"🏮🐄 Moovember | Mailbox Rename, SOGo 5.11.1, Rspamd 3.10.2, and More | Revision B",https://github.com/mailcow/mailcow-dockerized/releases/tag/2024-11b,https://da.gd/xFoz9T
