feed,title,long_url,short_url
gNews,Query.AI Launches Partner Program to Meet Market Demand for Enterprise Solution that Drives Efficiencies in Cybersecurity Investigations - Yahoo Finance,https://www.yahoo.com/now/query-ai-launches-partner-program-130000551.html,https://yhoo.it/3vdTTMY
gNews,"WISeKey Announces 9-Month 2021 Preliminary Results; Reports Revenue of $15.4 Million, a 34% Increase from 9-Month 2020 Period - Yahoo Finance",https://www.yahoo.com/now/wisekey-announces-9-month-2021-160000892.html,https://yhoo.it/3p0Qyzy
gNews,"Pluralsight Skills Expands Hands-On Learning Capabilities for Cybersecurity, IT Ops, and Software Development; Launches New Tech Certification Experience - Yahoo Finance",https://www.yahoo.com/now/pluralsight-skills-expands-hands-learning-150000927.html,https://yhoo.it/3p0Qz6A
