feed,title,long_url,short_url
News,📰🐄 Jan(moo)uary Update 2022 – Revision A (2022-01a) 🪲 | Patchnotes,https://mailcow.email/2022/02/01/%f0%9f%93%b0%f0%9f%90%84-janmoouary-update-2022-revision-a-2022-01a-%f0%9f%aa%b2-patchnotes/,https://bit.ly/3rhbpzi
