feed,title,long_url,short_url
GithubRelease,Roundcube Webmail 1.5.12,https://github.com/roundcube/roundcubemail/releases/tag/1.5.12,https://da.gd/JxQ5q3
GithubRelease,Roundcube Webmail 1.6.12,https://github.com/roundcube/roundcubemail/releases/tag/1.6.12,https://da.gd/wfZyc
