feed,title,long_url,short_url
GithubRelease,🎄🐄 Moocember Update 2022 - MUH-I Update (Bootstrap 5) | Revision B,https://github.com/mailcow/mailcow-dockerized/releases/tag/2022-12b,https://da.gd/kaE7p
