feed,title,long_url,short_url
gNews,"Financial Firms Investment in Gen AI Surges, Cybersecurity Remains Priority | PLANADVISER - planadviser",https://news.google.com/rss/articles/CBMiogFBVV95cUxQMEpuRGR3YWlmZlZfRUN2M25JaW5NajZoMllZbFlrVVRWTnpuTTR1d0JLcHdsY0Y5d1ZRaVdtbldKc3NoWS0zWXZiT3l2MjhnVTdMenJzeTlpdnU3T28tVWZyTDZCd09ZR01rNGdPbEJqdXcybVg1ZjRKM1MtcHQxMF9VTXIwcFVsRWV4OHk1VlZpRXpWV2NtTGlUU3dXNTRoS0E?oc=5,https://da.gd/mYOx
