feed,title,long_url,short_url
gNews,2022 Cybersecurity and Privacy Institute Annual Conference | Waterloo Cybersecurity and Privacy Institute - The Iron Warrior,https://uwaterloo.ca/cybersecurity-privacy-institute/2022-cybersecurity-and-privacy-institute-annual-conference-main-website,https://bit.ly/3MceiKv
