feed,title,long_url,short_url
GithubRelease,💮🐮 Moorch 2025 Update | The Update which changed the Cow | Revision A,https://github.com/mailcow/mailcow-dockerized/releases/tag/2025-03a,https://da.gd/q1tMHq
