feed,title,long_url,short_url
gNews,"The Corix Partners Friday Reading List — December 22, 2023 | by JC Gaillard | The Corix Partners Friday Reading List | Dec, 2023 - Medium",https://news.google.com/rss/articles/CBMifmh0dHBzOi8vbWVkaXVtLmNvbS90aGUtY29yaXgtcGFydG5lcnMtZnJpZGF5LXJlYWRpbmctbGlzdC90aGUtY29yaXgtcGFydG5lcnMtZnJpZGF5LXJlYWRpbmctbGlzdC1kZWNlbWJlci0yMi0yMDIzLTdjNDU0OGMwZjg5YdIBAA?oc=5,https://da.gd/gYKqh
