feed,title,long_url,short_url
TheHackerNews,"RansomHub Went Dark April 1; Affiliates Fled to Qilin, DragonForce Claimed Control",https://thehackernews.com/2025/04/ransomhub-went-dark-april-1-affiliates.html,https://da.gd/rEjR5q
