feed,title,long_url,short_url
gNews,Tech Moves: Protect AI founders get roles at Palo Alto; F5 board chair to retire; new Chainguard hires - GeekWire,https://news.google.com/rss/articles/CBMiygFBVV95cUxPZkZKZEgtcjVxXy1taUdTZWwxZ0s2X1NGemZraXNmY2dFWGdKQmVMTWR4dU1GRkwxbXViM18tZzB3SXdLZ3ZCb0dMVFNXZjZycFVWNms5TGRueWFlZ01KVXJpLUJQeVdSS0ZEdUVrRnNEWU9mZzk3c05hUy1MdDdfODdzQmYyVGlaQkFFT2dxZ3kyMlIyZXN3bEZwM2J2UDRJWFZPWjBBbFRkWUdNMlhvdnVvbjM5RTltbUxnSUNPZEd2X0poQ2FDdU53?oc=5,https://da.gd/yWvPQ2
