feed,title,long_url,short_url
gNews,CISO Corner: Red Sox CloudSec; Deepfake Biz Risk; Ticketmaster Takes - Dark Reading,https://news.google.com/rss/articles/CBMicGh0dHBzOi8vd3d3LmRhcmtyZWFkaW5nLmNvbS9jeWJlcnNlY3VyaXR5LW9wZXJhdGlvbnMvY2lzby1jb3JuZXItcmVkLXNveC1jbG91ZHNlYy1kZWVwZmFrZS1iaXotcmlzay10aWNrZXRtYXN0ZXLSAQA?oc=5,https://da.gd/3aov9i
