feed,title,long_url,short_url
gNews,Texas Tech Awarded Approximately $2.5M from DOE for Cybersecurity Center | April 2024 | Texas Tech Now | TTU - Texas Tech University Departments,https://news.google.com/rss/articles/CBMicWh0dHBzOi8vd3d3LnR0dS5lZHUvbm93L3Bvc3RzLzIwMjQvMDQvdGV4YXMtdGVjaC1hd2FyZGVkLWFwcHJveGltYXRlbHktMi01bS1mcm9tLWRvZS1mb3ItY3liZXJzZWN1cml0eS1jZW50ZXIucGhw0gEA?oc=5,https://da.gd/LX36
